Gene ID	Gene Name	condition1.foldChange	condition1.pValue	condition2.foldChange	condition2.pValue	condition3.foldChange	condition3.pValue	condition4.foldChange	condition4.pValue	condition5.foldChange	condition5.pValue	condition6.foldChange	condition6.pValue
ENSG00000004468	CD38	2.7	2.68742936676854E-8			2.9	1.71566362248079E-10	0.3	0.464126352749612	0.1	0.898364542995689		
ENSG00000004478	FKBP4	-0.4	0.541177588846932	-0.1	0.999871213639684	-0.2	0.669533502542856	-0.1	0.520193231803947	0.2	0.608544610904276	-0.1	0.784127427215149
ENSG00000004487	KDM1A	0.1	0.77507421835257	-0.1	0.999871213639684	0.6	0.0518759136354693	0.4	0.001943435377952	0.5	0.0962374458151458	0.5	5.29322449946721E-4
ENSG00000004534	RBM6	0.3	0.39886941230152			0.1	0.785364819279735	0.1	0.276053976123299	-0.2	0.495144855392089	0.2	0.198622673194873
ENSG00000004660	CAMKK1	0.1	0.93844847995	0.1	0.999871213639684	0.7	0.272872107853916	0.4	0.115670225718975	0.5	0.388982831895273	0.2	0.382771245608656
ENSG00000004700	RECQL	0.8	0.245820235438751	0.1	0.999871213639684	2.7	5.10339775729584E-5	1.2	1.19868784163266E-4	1.5	0.0184640693882545	0.9	0.00315698234534957
ENSG00000004766	VPS50	-0.1	0.807161591266282	-0.1	0.999871213639684			0.2	0.251037683050107	0.2	0.657856829553812	0.3	0.128477718398253
ENSG00000004777	ARHGAP33	0.1	0.963925651986179	-0.1	0.999871213639684	-0.4	0.608308808301718	-0.9	1.31300175666904E-4	-0.4	0.589813462118155	-0.7	0.00468417597854774
ENSG00000004779	NDUFAB1			-0.1	0.978819573945098	-0.5	0.00776294643860149	-0.2	0.00502880434852772	-0.5	8.92764088677685E-4	-0.2	0.0440795002159241
ENSG00000004799	PDK4	-0.8	0.144624571121789	-0.4	0.470658913527649	-2.2	1.72913530188416E-4	-0.3	0.357493050722616	-1.1	0.0664048600242576	0.2	0.630892637388836
ENSG00000004848	ARX	0.3	0.830424915113964	0.1	0.999871213639684			0.4	0.346554947454564	-0.3	0.762083234779607	0.2	0.704969279189286
ENSG00000004864	SLC25A13	-0.3	0.480753408743764			-0.9	8.5668242252092E-4	-0.4	2.16639992609908E-5	-0.5	0.0057261953007535	-0.5	5.75089088804445E-6
ENSG00000004866	ST7	0.3	0.730337230577831			-0.5	0.357126511403599	-0.3	0.0342866497647198	-0.8	0.0906968988742281	-0.4	0.0193872205551445
ENSG00000004897	CDC27	0.7	4.46212915222528E-4			1.2	4.44660858551987E-15	0.2	0.021580565054136	0.5	0.0103739118559789	0.3	0.00559175478606053
ENSG00000004961	HCCS	-0.6	0.0138027508972478	-0.1	0.978819573945098	-0.4	0.0703165098970598	0.2	0.142967268138334	0.2	0.491635802417717	0.2	0.0269422712703782
ENSG00000004975	DVL2	-0.3	0.589659267777818	-0.1	0.978190492930248	0.1	0.889351668350361			0.4	0.326209991018485	0.1	0.410219118054234
ENSG00000005001	PRSS22	1.7	0.0293457895401808	0.2	0.940692654229013	2.7	4.48735501271122E-4	-0.1	0.751155331351555	0.5	0.565163440339111	-0.4	0.286862889016852
ENSG00000005007	UPF1	-0.2	0.454793205427176			-0.4	0.0176979348682509	-0.2	0.00583838080251293	-0.2	0.374424881953752	-0.2	0.0147838146774816
ENSG00000005020	SKAP2			-0.1	0.999871213639684	-0.8	1.12576259054581E-6	-0.2	0.0319514218845657	-0.8	5.9898108702598E-7	-0.2	0.135004459496691
ENSG00000005022	SLC25A5	-0.4	0.5501610147186	-0.1	0.999871213639684	-0.6	0.0744347734343871	0.2	0.289610323839931	-0.1	0.852589139901798	0.3	0.103369801957664
ENSG00000005059	MCUB	1.4	0.00272292487610722	0.2	0.87047426012168	1.4	3.78534681166452E-6	0.2	0.196798897555524	-0.1	0.938345388068593		
ENSG00000005073	HOXA11			0.1	0.995734224585591	-0.1	0.923873207212661	-0.4	0.175508392534649	-0.1	0.915709671309809	-0.6	0.0240297185903455
ENSG00000005075	POLR2J	-0.4	0.282847817779424			-1.9	8.4189562898724E-9	-0.8	3.17262392193395E-6	-1.4	5.58071548347064E-7	-0.8	1.17947212352621E-6
ENSG00000005100	DHX33	0.4	0.343978104186892	-0.1	0.999871213639684	0.4	0.192419825623842	-0.2	0.172789450253246			-0.1	0.377986228428553
ENSG00000005102	MEOX1	2.0	0.00110790239347335			3.8	4.9199028086599E-8			1.2	0.0985856895596623		
ENSG00000005108	THSD7A	1.3	0.101764276790447	-0.1	0.999871213639684	1.4	0.0720830463039914	-0.3	0.573626744771557			-0.1	0.846202054344897
ENSG00000005156	LIG3	-0.1	0.862822794194751			0.2	0.402964739665746	0.2	0.0191089859509474	0.3	0.233594548509436	0.2	0.0466783877139423
ENSG00000005175	RPAP3					0.9	3.85080334441634E-4	0.3	0.00563662410840515	0.9	0.00281858314188395	0.3	0.011736671652521
ENSG00000005187	ACSM3	-0.2	0.894192386268727	-0.1	0.999871213639684	-0.5	0.416115142763849	0.1	0.714774727012767	-0.3	0.647853252296039	0.3	0.437229296015325
ENSG00000005189	REXO5	0.5	0.625596200047276	0.1	0.999871213639684	0.2	0.830028485231715	-0.3	0.357445974982182	-0.3	0.687160058571628	-0.4	0.149757939272224
ENSG00000005194	CIAPIN1	0.4	0.330987129871219	0.1	0.999871213639684	-0.6	0.0172157984039434	-0.4	7.9835483583369E-5	-1.0	1.51754484549605E-4	-0.5	7.74813002673245E-7
ENSG00000005206	SPPL2B	-1.1	4.09396636505253E-4			-0.4	0.241970902880423	0.1	0.49561262507296	0.8	0.0051280027872949	0.1	0.606206258865436
ENSG00000005238	FAM214B	0.4	0.511521319033038	0.2	0.978190492930248	0.1	0.876494999363995			-0.3	0.568440148476235	-0.2	0.491225940673123
ENSG00000005243	COPZ2	0.6	0.632222965697363			0.7	0.488337648221446	0.3	0.560510414611135			0.2	0.653282035198176
ENSG00000005249	PRKAR2B	1.0	0.00789740283119157	0.1	0.990011182870496	2.2	5.49895765647082E-13	0.9	0.0239060012999796	1.1	0.00145464101281095	0.5	0.218559669594254
ENSG00000005302	MSL3	0.7	0.00330370500724635	-0.1	0.937367856612368	0.9	6.17561688679979E-5	0.2	0.114772950173444	0.2	0.526949739021527	0.3	0.0152405673995443
ENSG00000005339	CREBBP	-0.1	0.845337250166708			-0.6	0.00173222378209587	-0.3	0.0154291515123849	-0.5	0.0040809417914962	-0.3	0.0150476016255211
ENSG00000005379	TSPOAP1	0.6	0.505800550200914			1.0	0.0752945093198451	0.9	0.00709642548408687	0.4	0.505597945592755	0.8	0.0230761003611679
ENSG00000005421	PON1									0.4	0.588695752977248		
ENSG00000005436	GCFC2	0.1	0.881565905418639			-0.7	0.0676419570093355	-0.3	0.0680763690676972	-0.7	0.0387516068115428	-0.2	0.122783072933572
ENSG00000005448	WDR54	1.3	0.00209610279364284	-0.1	0.999871213639684	1.8	4.743594732024E-6	-0.1	0.763989319048403	0.5	0.388258277119218		
ENSG00000005469	CROT	-1.6	6.88263906078403E-4	-0.2	0.901959850417903	-1.3	8.37659904648518E-5	-0.5	0.0951050247909144	0.4	0.350753659998059	-0.1	0.722245120136213
ENSG00000005471	ABCB4	1.2	0.193366117379802	-0.3	0.613111396450728	0.5	0.543015922375504	-0.3	0.383084066014279	-0.7	0.363123226218705	0.2	0.578118412023886
ENSG00000005483	KMT2E	-0.5	0.00164998389560691	-0.2	0.87047426012168	-1.1	1.84619628555926E-18	-0.5	2.74735629025231E-6	-0.6	9.9117627168811E-6	-0.3	0.0136969468661809
ENSG00000005486	RHBDD2	-0.1	0.823951266964556	0.2	0.656759012454663	0.1	0.680336351140066	0.1	0.637333559484279	0.3	0.365325782960148	-0.1	0.289702018828589
ENSG00000005513	SOX8	-1.3	0.197299918683432	0.2	0.991614419586609	-0.6	0.571646394690795	-0.1	0.794214191646059	0.8	0.28091707596326	-0.4	0.315115680509592
ENSG00000005700	IBTK	0.4	0.0349749266555941	0.1	0.922268970711392	0.4	0.00595415139208815	0.2	0.0989670956807123	0.1	0.797933038561773	0.1	0.61229564710492
ENSG00000005801	ZNF195	-0.3	0.520645363835679			-0.3	0.26605725635755	-0.1	0.587349816993973				
ENSG00000005810	MYCBP2	0.9	0.0191164636663145			0.9	0.00144918024644186					-0.1	0.752939794662811
ENSG00000005812	FBXL3	-0.3	0.572491406484528			-0.6	0.0289427267238932	0.1	0.771681871102037	-0.3	0.434018315232108	0.1	0.725048051911763
ENSG00000005844	ITGAL	1.3	0.0530032584539992			-0.2	0.742091412909912	0.1	0.866643519727945	-1.4	0.00479328571096923		
ENSG00000005882	PDK2	-0.8	0.305488813115133	-0.2	0.887214374634232	-0.8	0.123793139142176	-0.1	0.749506005019472	0.1	0.907479793250408	0.2	0.614453596708504
ENSG00000005884	ITGA3	-0.2	0.754830427211619	0.1	0.999871213639684	-1.5	6.6000180552274E-11	-0.2	0.353909156135508	-1.2	2.78873390695003E-6	-0.3	0.154323553796974
ENSG00000005889	ZFX					1.0	3.50194161967173E-4	0.5	0.00183675248315494	1.0	0.0019173638949802	0.6	3.79686965554526E-4
ENSG00000005893	LAMP2	0.4	0.19900515142966	-0.1	0.999871213639684	0.7	1.9112683147219E-5	0.4	1.17673825084463E-4	0.3	0.204579370212509	0.5	1.30794944191299E-5
ENSG00000005981	ASB4			0.1	0.996004260219959							-0.3	0.546057643064874
ENSG00000006007	GDE1	-0.7	0.0772453110196915	0.1	0.999871213639684	-0.3	0.146280386964262	-0.5	8.47386739998896E-6	0.4	0.275153030789772	-0.6	2.69823935500664E-9
ENSG00000006015	REX1BD	-0.2	0.721693897886166			0.2	0.53493747591967	-0.1	0.562193410127998	0.5	0.26497090274691	-0.1	0.398921853210865
ENSG00000006016	CRLF1	0.1	0.926699360827894			1.6	0.126676467462874						
ENSG00000006025	OSBPL7	-0.7	0.158687521147945			-1.6	6.46836826409023E-6	-0.3	0.195284280637899	-0.8	0.034378043698027	-0.3	0.21916996844381
ENSG00000006042	TMEM98	-1.1	2.94129370622361E-7	-0.2	0.975188546770716	-0.9	4.7416087701472E-12			0.2	0.269019122605091	0.2	0.482246558938372
ENSG00000006047	YBX2	-1.0	0.280766238051213	-0.4	0.447334622221109	-2.6	6.07902971595953E-9	-1.1	7.60109177641677E-7	-1.1	0.0662565551315417	-0.6	0.0141790478520809
ENSG00000006062	MAP3K14	0.4	0.771621642170025			2.0	0.0507970776643669						
ENSG00000006118	TMEM132A	0.7	0.590548171150539	0.2	0.990587547702976	0.9	0.426377420097011	-0.2	0.721842421746321			-0.4	0.23152218992159
ENSG00000006125	AP2B1	0.1	0.783519428693294	0.1	0.999871213639684	0.3	0.170515219729047	-0.2	0.209648996636071	0.2	0.488656743136111	-0.3	0.074254684557112
ENSG00000006128	TAC1	1.0	0.351567607161716			1.6	0.146985887479659						
ENSG00000006194	ZNF263	-0.1	0.803909949951265	0.1	0.860890730642667	0.5	0.0548065900505798	0.1	0.4883038624567	0.6	0.0214075074681715	-0.1	0.66594261430912
ENSG00000006210	CX3CL1	1.1	0.0874331200679604	0.1	0.999871213639684	1.6	0.0137783342910827	0.3	0.537004371235649	0.4	0.56148041949485	0.1	0.875063792052658
ENSG00000006282	SPATA20	-0.6	0.21933517270579			-2.5	2.61553204016555E-16	-0.7	9.6950972259719E-7	-1.8	7.11042613477869E-12	-0.7	5.98328051106014E-7
ENSG00000006327	TNFRSF12A	1.5	0.0038861848802457	0.1	0.999871213639684	2.1	1.48715567442377E-4	0.4	0.0690708475146528	0.5	0.448811145019926	0.2	0.440903786562428
ENSG00000006432	MAP3K9	-0.1	0.917916356854068	-0.1	0.999871213639684	0.2	0.793994104081505			0.3	0.623491024753222	0.1	0.677937394560875
ENSG00000006451	RALA					-0.8	1.26195441944866E-8	-0.4	3.80235279625725E-6	-0.8	3.07481670367549E-7	-0.4	7.25224463257606E-7
ENSG00000006453	BAIAP2L1	0.4	0.256703690756237	0.1	0.813738718249968	0.4	0.146503470106614	0.4	0.00270783566871147			0.2	0.104324448467853
ENSG00000006459	KDM7A	-0.5	0.0971514789397769	-0.2	0.920765681072136	-0.7	0.00120249332074225	-0.3	0.13133480179295	-0.1	0.874790141074979	-0.1	0.72954927523017
ENSG00000006468	ETV1	0.6	0.572491406484528	0.2	0.863455831483144	1.0	0.193961050566961	0.5	0.0524975988696995	0.3	0.711022197087354	0.2	0.480057837255048
ENSG00000006530	AGK	0.6	0.32641815163729	-0.1	0.999871213639684	0.4	0.323936285632034	0.2	0.150174548864968	-0.1	0.846125655760103	0.3	0.0357470643185129
ENSG00000006534	ALDH3B1	0.2	0.750781816730986	0.1	0.999871213639684	-0.5	0.20318063662581	0.3	0.216147458456255	-0.7	0.0553358724825623	0.1	0.706563850432843
ENSG00000006555	TTC22	-0.5	0.498024300195219			-2.5	5.25927308249085E-14	-0.8	0.00114687701807155	-1.9	1.05995089002176E-9	-0.8	0.00144827108098232
ENSG00000006576	PHTF2	0.4	0.245007681469232			0.7	0.00164690481024907			0.3	0.367426630480794		
ENSG00000006606	CCL26			-0.1	0.999871213639684	-0.1	0.941310206399755	1.0	0.0111000813621799			1.2	4.78232804527241E-4
ENSG00000006607	FARP2	-0.1	0.93168308603685			-0.5	0.0596919846720186	-0.1	0.726580638733153	-0.4	0.210582089344957	-0.1	0.708034814287708
ENSG00000006611	USH1C	-0.4	0.326437273313128			-1.2	1.32690424073321E-8			-0.8	3.13236961337155E-6	0.1	0.700959260192911
ENSG00000006625	GGCT					0.7	0.00104811870504477	0.3	0.0154217635914836	0.8	3.6111468243685E-7	0.2	0.0259936090011181
ENSG00000006634	DBF4	0.5	0.189416048621201	-0.1	0.999871213639684	1.2	9.35364608002625E-4	0.1	0.480023060732615	0.7	0.139410814402348	0.2	0.311167995022742
ENSG00000006638	TBXA2R	0.3	0.852514587767155			1.8	0.0426647780211277			0.7	0.360350113476672		
ENSG00000006652	IFRD1	-0.3	0.592830719119332	-0.1	0.999871213639684	-0.7	0.0208512306044736			-0.2	0.672871570835779	0.1	0.851122750447728
ENSG00000006695	COX10	-0.6	0.0761805718794821			-0.8	0.00360504343794892	-0.2	0.0847228556146992	-0.1	0.68543264598756	-0.2	0.135736747726351
ENSG00000006704	GTF2IRD1	-0.3	0.712671678543623	0.1	0.999871213639684	-0.3	0.468759451660736					-0.1	0.717410784819041
ENSG00000006712	PAF1	-0.2	0.618259769209633	0.1	0.938612664603507	0.2	0.644649715796248	0.1	0.45117242103289	0.4	0.161981834620951		
ENSG00000006715	VPS41	-0.1	0.876346916961628			-0.1	0.590821492942599	0.3	6.55917588125846E-5			0.3	0.00130179338012417
ENSG00000006740	ARHGAP44	-1.1	0.00210428322698484	-0.3	0.656759012454663	-1.4	3.14637192065249E-6	-0.4	0.0911348112683721	-0.3	0.19966077960831		
ENSG00000006744	ELAC2	0.5	0.10769181586082			-0.5	0.0252487234086918	-0.4	2.27729367926675E-6	-0.9	1.1028664215708E-5	-0.4	6.80915478245962E-7
ENSG00000006747	SCIN	-1.6	7.33846529653044E-4	-0.2	0.984461141430359	-1.4	8.31038720014674E-5	-0.1	0.823286315577739	0.3	0.55475102393357	0.1	0.749493413489013
ENSG00000006756	ARSD	-0.8	0.0750990510237866			-0.6	0.1141854309193	-0.1	0.735603613499682	0.3	0.461209424237482		
ENSG00000006757	PNPLA4	-0.2	0.801608533791662			-0.9	0.0109762797891259	-0.2	0.307872475695547	-0.6	0.0568603480292581	-0.2	0.377528650016339
ENSG00000006831	ADIPOR2	-0.5	0.0104324329747053	-0.1	0.98602762871149	-0.5	0.00140262304061652	0.1	0.241325451266236			0.2	0.0319846042315751
ENSG00000006837	CDKL3			0.1	0.999871213639684			0.2	0.662693265792421				
ENSG00000007038	PRSS21	0.7	0.553640652653535	-0.1	0.999871213639684	0.7	0.430728104028314	0.3	0.448867735866349	-0.1	0.932002524908097	0.4	0.37758480622534
ENSG00000007047	MARK4	-0.5	0.442685454574149	0.1	0.999871213639684	-0.4	0.342039333561065	-0.3	0.219744958464354	0.1	0.918449361471575	-0.4	0.0457531631703655
ENSG00000007062	PROM1	-0.8	0.0362939467521453	0.2	0.907669724172625	-0.9	6.45394911346246E-4	0.2	0.266224582930922	-0.1	0.912991843025161		
ENSG00000007080	CCDC124	0.2	0.686842011736464			0.3	0.414892636438971			0.1	0.858558178491619		
ENSG00000007129	CEACAM21	0.7	0.577036652012612			1.6	0.117806536566278						
ENSG00000007168	PAFAH1B1					-0.3	0.0369940138793913	0.1	0.436253875449397	-0.3	0.0855819963898708		
ENSG00000007171	NOS2	3.5	1.40299310452866E-18	0.4	0.0840801334829496	3.7	1.21902236924127E-23	0.9	0.0239051140271167	0.1	0.897357682429459	0.3	0.464287036866378
ENSG00000007202	KIAA0100	0.1	0.888254792184553			0.6	0.00267721213261009	0.3	0.00220440095351551	0.5	0.00889494716704742	0.3	0.00273177401201452
ENSG00000007216	SLC13A2	-2.6	2.52886521705441E-6	-0.1	0.907037116233559	-1.2	0.015361695633139	-0.2	0.716454150184425	1.4	0.0157732948840892	0.2	0.672282750757174
ENSG00000007237	GAS7	1.8	4.48046300975062E-4	0.2	0.894619836128326	0.6	0.205502655560837	0.5	0.215342717218752	-1.2	0.00289839117516224	0.1	0.890636883408236
ENSG00000007255	TRAPPC6A	-1.1	0.00806688017419073	-0.1	0.988822348809424	-0.4	0.251057181629018	-0.1	0.844123392505785	0.8	0.01193497865296	0.1	0.664219557749613
ENSG00000007264	MATK					0.6	0.634100135509375			0.5	0.56624255404827		
ENSG00000007306	CEACAM7	-0.8	0.320446985604971			-1.7	2.64634988865814E-5	-0.8	0.0654927798586789	-0.7	0.236927717700191	-0.6	0.106660537512805
ENSG00000007312	CD79B	0.9	0.451891060163109			2.2	0.004676640786677			-0.4	0.695282085347201		
ENSG00000007341	ST7L			-0.1	0.997463351659901	0.3	0.600367269911243			0.4	0.563489532434536	0.1	0.635734094734569
ENSG00000007376	RPUSD1	0.7	0.192703053110299	0.1	0.999871213639684	-0.9	0.0130394734847557	-0.8	4.43897158300974E-6	-1.5	2.83649929683232E-5	-0.8	3.23816581444964E-6
ENSG00000007384	RHBDF1	0.5	0.303213659373729	0.2	0.688107790829284	-0.2	0.61399326253644	0.1	0.681869259025083	-0.7	0.0591742362823059	-0.2	0.356256097913647
ENSG00000007392	LUC7L	0.2	0.6814883337893	0.1	0.999871213639684	0.3	0.181291353726035			0.2	0.526497073686883	-0.1	0.694648918679235
ENSG00000007402	CACNA2D2	-1.0	0.136024529305106	-0.1	0.996406765944722	-0.1	0.932897282235584	0.4	0.381986801673217	1.0	0.0530141407681714	0.5	0.164163108279847
ENSG00000007516	BAIAP3			-0.1	0.999871213639684			-0.1	0.923012355193026			0.1	0.859696596802062
ENSG00000007520	TSR3	-0.7	0.506106115738289	0.1	0.999871213639684	1.4	0.0394878438028119	0.1	0.823693926348967	1.8	0.00150552222415466	-0.1	0.808075485449488
ENSG00000007541	PIGQ	-0.5	0.36899195172451	0.2	0.923356093596032	-0.3	0.46522186261415	-0.3	0.0647620121943318	0.2	0.6086112855603	-0.4	0.00259641987796283
ENSG00000007545	CRAMP1	-0.5	0.366390621479944			0.2	0.590004942674735	0.4	0.0316703328262973	0.7	0.0717312873333069	0.4	0.0392835481119245
ENSG00000007866	TEAD3	0.3	0.593855027255948	0.2	0.775333080295009	0.1	0.813166573360127	-0.1	0.694037193330087	-0.2	0.688181890734812	-0.4	0.082867109260412
ENSG00000007908	SELE	1.2	0.211226227739765			3.0	0.001342163636258						
ENSG00000007923	DNAJC11	-1.1	0.0756471011909466	0.1	0.999871213639684	1.1	0.1655146664102	1.2	1.58194756876266E-4	2.0	6.40360446290526E-5	0.9	0.00317493195177223
ENSG00000007944	MYLIP	-0.3	0.499635530869133	-0.1	0.999871213639684	-1.0	1.82488624466601E-6	-0.2	0.264381837278058	-0.7	0.00267639273150218	-0.2	0.58747120157905
ENSG00000007952	NOX1	0.4	0.489530756666183	0.1	0.999871213639684	-0.5	0.203878647890576	0.1	0.843617114226724	-0.9	0.0058356199022	-0.1	0.863909149885017
